method_of_phasing	ground_truth_data_source	genome_grch38	chrom	interval	start_grch38	end_grch38	n_switch_errors_grch38	n_checked_grch38	n_gt_errors_grch38	n_gt_checked_grch38	MAC_grch38	AN_grch38	multiallelic_grch38	MAF_grch38	decipher	switch_error_rate_grch38	genotype_error_rate_grch38	genome_chm13	start_chm13	end_chm13	n_switch_errors_chm13	n_checked_chm13	n_gt_errors_chm13	n_gt_checked_chm13	MAC_chm13	AN_chm13	multiallelic_chm13	MAF_chm13	switch_error_rate_chm13	genotype_error_rate_chm13	abs_diff_SER	rel_drop_SER	abs_diff_GER	rel_drop_GER
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.12	35100000	37800000	1367	103805	10874	733594	9329400	91319492	4333	192281.34	False	1.3168922498916238	1.4822912946398143	CHM13v2.0	37644588	40601536	1047	93363	8816	658128	8402443	81911464	3636	173176.22	1.121429259985219	1.3395570466535385	0.19546298990640487	14.842747379103404	0.14273424798627588	9.629298134747478
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18p11.21	10900000	15400000	1936	213862	13376	1419993	19007301	176695284	6256	391744.16	False	0.9052566608373623	0.9419764745319167	CHM13v2.0	11062106	15965699	1248	161775	7852	1067394	14108566	132808944	4817	290779.62	0.7714418173388966	0.7356233967963095	0.13381484349846573	14.781978336915746	0.20635307773560718	21.906393982731608
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.33	47500000	50900000	2120	167896	16313	1133066	14447266	140994268	7129	297760.0	False	1.2626864249297183	1.4397219579441976	CHM13v2.0	50330819	53989630	1604	148986	11595	990625	12782692	123265060	5810	263452.5	1.076611225215792	1.1704731861198738	0.18607519971392628	14.736453646778003	0.2692487718243237	18.70144234021327
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18p11.22	8500000	10900000	1229	128360	5999	794906	11047508	98908020	3251	227689.98	False	0.957463384231848	0.7546804276228888	CHM13v2.0	8663156	11062106	961	117704	4140	726552	10034740	90402464	2816	206816.44	0.8164548358594439	0.569814686354177	0.14100854837240406	14.727304531392827	0.1848657412687118	24.49589713768071
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q22.2	74900000	76700000	785	77322	4017	501435	6683026	62387016	2175	137737.81	False	1.015234991334937	0.801100840587514	CHM13v2.0	74123996	75923712	591	68262	2837	440573	5866542	54817896	1840	120909.664	0.8657818405555067	0.6439341493918147	0.14945315077943033	14.721040158684218	0.15716669119569926	19.618839880437
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q23	139000000	143100000	1540	151992	8057	1054832	12551766	131241748	4501	258695.23	False	1.0132112216432443	0.7638183141960047	CHM13v2.0	141741001	145847398	1219	141030	5813	970330	11647133	120727464	3869	240050.92	0.8643551017514004	0.5990745416507787	0.14885611989184389	14.691519074416327	0.16474377254522599	21.568450177662378
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xq21.1	76800000	85400000	1723	139503	12626	1626651	21382798	202372068	7310	440708.84	False	1.2350988867622918	0.7761960002483631	CHM13v2.0	75233853	83828518	1314	124621	10489	1440270	19155590	179184360	6324	394802.78	1.0543969314962967	0.728266227860054	0.1807019552659952	14.630565795398798	0.04792977238830909	6.174957404183068
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q24.3	69100000	72900000	1802	165747	11631	1072191	13805363	133439704	5367	284531.1	False	1.0871991649924282	1.084788064813079	CHM13v2.0	69976574	73787784	1421	153080	8339	985418	12668537	122629448	4712	261101.08	0.9282727985367127	0.8462398697811487	0.15892636645571545	14.617962519941996	0.23854819503193025	21.990304168126585
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q26.32	176000000	179300000	1343	134883	7654	894787	11534262	111329140	3959	237722.66	False	0.9956777355189312	0.8553991061559901	CHM13v2.0	178794975	182103836	1055	124053	5212	814438	10535725	101334020	3318	217143.1	0.8504429558333937	0.6399504934691161	0.14523477968553755	14.586524786540844	0.21544861268687399	25.186911131467195
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.2	38200000	42900000	2371	178593	23398	1277861	15236530	159053412	7372	314032.16	False	1.3275996259651834	1.8310285704000668	CHM13v2.0	41002157	45718957	1784	157291	13757	1106343	13304852	137690056	6217	274216.34	1.134203482716748	1.2434660860149158	0.19339614324843546	14.5673544543095	0.587562484385151	32.08920351563781
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2q21.3	134300000	136100000	709	55928	4393	404717	4715954	50354056	2049	97196.26	False	1.2677013302817908	1.0854498328461617	CHM13v2.0	134739485	136544463	565	52163	3562	369068	4426084	45919328	1716	91221.74	1.0831432241243795	0.9651337964819491	0.1845581061574113	14.558484853556697	0.12031603636421262	11.084440084046221
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q23.1	57600000	61600000	1423	139976	9161	925619	12632341	115167072	4039	260352.22	False	1.016602846202206	0.9897160710832427	CHM13v2.0	51806957	55806586	1100	126595	6063	826775	11381349	102867252	3449	234569.58	0.8689126742762352	0.7333313174684769	0.1476901719259709	14.527814128959736	0.25638475361476576	25.904879298782436
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p22.2	36400000	39300000	984	92591	5728	677488	7660821	84293796	2822	157891.42	False	1.0627382790984006	0.8454762298372812	CHM13v2.0	36401366	39312902	784	86288	4006	627770	7085991	78107496	2374	146043.52	0.9085852030409791	0.6381317998630072	0.15415307605742146	14.505271814260878	0.20734442997427405	24.523981001119232
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q21.3	105100000	110200000	1942	199563	9712	1431610	17036409	178126624	5845	351125.38	False	0.9731262809238186	0.678397049475765	CHM13v2.0	105604211	110710493	1436	172581	6079	1242534	14583491	154599276	4807	300569.25	0.8320730555507269	0.4892421454865621	0.14105322537309173	14.494853148882747	0.18915490398920287	27.882624804363953
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q13.11	103100000	106500000	1170	175025	7270	1024322	14408112	127442632	4140	296954.53	False	0.6684759320097129	0.7097377582439897	CHM13v2.0	105816831	109218980	949	166008	5122	970044	13615947	120688648	3731	280625.75	0.5716591971471254	0.5280172858138393	0.09681673486258746	14.483204290020835	0.18172047243015033	25.603889650701028
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp22.12	19200000	21900000	632	30587	4967	411021	3303595	51135228	2420	68087.586	False	2.0662372903521105	1.208454069256802	CHM13v2.0	18782737	21483312	486	27493	3286	365157	2966160	45429276	1915	61132.883	1.7677226930491396	0.8998868979644372	0.2985145973029708	14.447256309661338	0.3085671712923648	25.534042140478974
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q13.1	63600000	66100000	1208	72066	8478	572915	6222941	71295288	3403	128255.35	False	1.676241223323065	1.4798006685110356	CHM13v2.0	63589288	66094130	771	53760	5148	429865	4592018	53488448	2474	94641.88	1.4341517857142856	1.197585288404499	0.24208943760877943	14.442398518803223	0.2822153801065366	19.071175335425384
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18p11.31	2900000	7200000	2231	222436	9924	1373579	18739899	170897144	6009	386234.2	False	1.002985128306569	0.7224921173081417	CHM13v2.0	3055502	7363114	1791	208647	6728	1279939	17438295	159247492	5042	359407.62	0.858387611611957	0.5256500505102196	0.14459751669461196	14.416715922672662	0.19684206679792204	27.244873969188134
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2q22.3	143400000	147900000	1018	80373	5215	633231	6592980	78786776	2885	135881.69	False	1.2665945031291603	0.8235541216396544	CHM13v2.0	143848187	148350462	1209	111475	5317	849259	9205862	105662004	3524	189734.36	1.0845481049562682	0.626075202029063	0.18204639817289214	14.372902908005758	0.19747891961059139	23.97886361341024
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p23.1	29800000	31800000	756	85575	3730	570840	7298493	71023576	2161	150423.17	False	0.8834355828220859	0.653423025716488	CHM13v2.0	29843598	31845058	609	80402	2949	530795	6839604	66040572	1840	140965.47	0.7574438446804806	0.5555817217569872	0.12599173814160525	14.261564803528925	0.09784130395950086	14.973654142692084
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16p13.3	0	7800000	5186	438277	29426	3037681	38367608	378033876	15372	790770.4	True	1.1832699411559355	0.9686994783191519	CHM13v2.0	0	7831635	4141	407877	19522	2802124	35403632	348708388	13394	729680.94	1.015257050532391	0.6966857997718874	0.16801289062354452	14.19903310139129	0.27201367854726455	28.080295760998208
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q21.1	37400000	43000000	1936	255189	10994	1630083	21959042	202959160	6671	452582.06	False	0.7586533902323376	0.674444184743967	CHM13v2.0	31589055	37191028	1461	224423	7628	1424839	19322929	177408528	5597	398251.6	0.6510027938312918	0.5353587317584654	0.1076505964010458	14.18969423811285	0.13908545298550157	20.622233259865872
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8p12	29000000	36700000	3885	282822	23300	1996869	23496545	248461216	9343	484272.28	False	1.3736555147760783	1.1668266671474192	CHM13v2.0	29278158	36976053	2833	240313	16948	1697695	19890180	211231820	7624	409945.3	1.178879211694748	0.9982947467006736	0.19477630308133032	14.179414051497552	0.1685319204467456	14.443612336934441
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q15	87300000	92500000	2030	200102	11073	1357595	17579796	168912676	6096	362323.22	False	1.0144826138669278	0.8156335284086933	CHM13v2.0	88508804	93711666	1620	186019	7126	1249507	16288394	155462932	5144	335705.9	0.8708787811997699	0.5703049282637072	0.14360383266715793	14.155376415942678	0.24532860014498614	30.07828780943127
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q25	130900000	135086622	1944	192049	8534	1262258	16187309	157054388	4939	333624.84	False	1.012241667491109	0.6760899911111675	CHM13v2.0	130935758	135127769	1500	172612	5486	1121930	14486142	139587188	4146	298561.25	0.8690009964544758	0.4889788132949471	0.14324067103663318	14.15083725921521	0.18711117781622044	27.675484074050473
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p13.3	68400000	71300000	1226	140434	10889	871108	11265176	108422792	4033	232176.08	False	0.8730079610350769	1.2500172194492531	CHM13v2.0	68410570	71311026	971	129519	7998	794186	10322662	98849796	3287	212750.5	0.7496969556590153	1.0070688730347803	0.12331100537606166	14.124843172089596	0.24294834641447283	19.435599976895823
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p21.2	36600000	40500000	1603	166861	9518	1100962	14278167	136981664	4876	294276.7	False	0.9606798472980506	0.8645166681502177	CHM13v2.0	36420643	40327879	1300	157572	6559	1029637	13389939	128107356	4111	275970.16	0.8250196735460615	0.6370206198883684	0.13566017375198902	14.12126778068037	0.22749604826184922	26.31482499332445
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q31.1	185800000	190800000	1391	175512	10280	1090400	14695006	135686180	4687	302865.03	False	0.7925384019326314	0.9427732942039619	CHM13v2.0	185154686	190146214	1352	198618	8913	1227433	16831120	152716700	5228	346892.84	0.6807036623065382	0.7261496146836528	0.11183473962609314	14.11095529924864	0.21662367952030914	22.977282115656138
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q28	188200000	192600000	1882	219331	11359	1376445	18725407	171251340	5792	385934.6	False	0.8580638395849195	0.8252418367606407	CHM13v2.0	191017553	195295941	1457	197525	7359	1244169	16757286	154793356	4883	345370.72	0.7376281483356537	0.5914791318542738	0.12043569124926579	14.035749520399953	0.23376270490636686	28.326569799704558
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18q22.3	71000000	75400000	2013	222149	9669	1395410	18917754	173623968	5618	389901.38	False	0.9061485759557774	0.6929146272421726	CHM13v2.0	71221701	75629292	1646	211227	6734	1325738	17838578	164953444	5105	367658.9	0.7792564397543875	0.5079435001485966	0.12689213620138984	14.003458104819943	0.184971127093576	26.694648925188424
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.13	111900000	113900000	1024	62021	6510	471748	5319286	58694644	2691	109631.37	False	1.6510536753680205	1.3799740539440548	CHM13v2.0	111876909	113875849	743	52329	4198	393256	4480313	48927568	2178	92339.68	1.4198627911865314	1.0674980165591879	0.23119088418148914	14.002626784980599	0.31247603738486696	22.643616848576997
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q21.3	52600000	58800000	2673	297337	14296	1965256	25502732	244526244	8064	525622.0	False	0.8989799453145757	0.7274370361927402	CHM13v2.0	50408265	56602018	2166	280042	10883	1843711	23936469	229402560	7221	493340.03	0.7734554102598896	0.5902768926366443	0.12552453505468608	13.96299613900307	0.13716014355609596	18.855259868807984
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.13	37800000	38200000	213	17595	1876	101904	1503852	12678276	649	30994.45	False	1.2105711849957372	1.8409483435390173	CHM13v2.0	40601536	41002157	169	16203	1449	93470	1401263	11630244	563	28880.115	1.0430167252977844	1.5502300203273778	0.1675544596979528	13.840942339837936	0.2907183232116395	15.791769727376813
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q21.31	61800000	65200000	1168	158710	7310	991906	12925548	123434880	4140	266398.5	False	0.7359334635498709	0.7369649946668334	CHM13v2.0	61020124	64418827	904	142452	5290	887532	11606490	110421816	3517	239212.11	0.6345997248195884	0.596034847194242	0.10133373873028251	13.769415816680763	0.14093014747259136	19.123044987544212
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q26.33	179300000	183000000	1455	123053	8227	869726	9900063	108214156	4255	204041.11	False	1.1824173323689793	0.9459300975249676	CHM13v2.0	182103836	185805095	1166	114349	6062	802003	9159039	99786232	3681	188768.42	1.0196853492378595	0.7558575217299686	0.1627319831311198	13.762652041397716	0.19007257579499903	20.093723235186744
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q22.2	97900000	100500000	1222	69481	6861	546789	5795907	68034744	2730	119454.71	False	1.75875419179344	1.2547801802889231	CHM13v2.0	99025482	101626041	851	56076	4704	435850	4696263	54230804	2068	96790.625	1.5175832798345104	1.0792703911896295	0.2411709119589296	13.712599127510948	0.1755097890992936	13.987293699433556
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q13.11	46000000	48700000	1029	114134	6278	717403	9696044	89257392	3042	199836.2	False	0.9015718366131039	0.8751008847189098	CHM13v2.0	45959545	48662027	726	93301	4101	587272	7908051	73066268	2457	162985.89	0.7781267081810485	0.6983135582830443	0.12344512843205546	13.692212136505555	0.17678732643586548	20.201936659297417
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q26.31	171200000	176000000	1970	218831	11613	1392095	18166637	173206696	6198	374418.78	False	0.9002380832697379	0.8342103089228824	CHM13v2.0	173984304	178794975	1587	204227	7958	1289530	16839632	160441084	5297	347067.38	0.7770764884173004	0.617124068459051	0.1231615948524375	13.68100251936738	0.2170862404638314	26.02296305162296
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q32.13	94200000	95800000	778	90916	4362	528202	7892673	65725192	2222	162668.77	False	0.8557349641427252	0.8258204247617388	CHM13v2.0	88427273	90031477	635	85965	3550	494198	7447995	61489396	1990	153504.0	0.7386727156400861	0.7183355659067823	0.11706224850263913	13.679731857154165	0.10748485885495651	13.015524396356204
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12p11.21	30500000	33200000	1274	150977	9327	894166	13646005	111251508	4572	281245.2	False	0.8438371407565392	1.0430949063149348	CHM13v2.0	30374680	34620838	1150	157876	9070	994037	13829819	123764816	4790	285029.66	0.7284197724796676	0.9124408849972385	0.11541736827687155	13.67768289665403	0.13065402131769632	12.525612053774982
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p23.3	23800000	27700000	1535	120544	11946	887965	10624609	110504300	5266	218974.7	False	1.2733939474382798	1.3453232954001566	CHM13v2.0	23835087	27743068	1221	111009	7785	802489	9737810	99863864	4190	200697.55	1.0999108180417805	0.9701067553573942	0.17348312939649935	13.623681009753497	0.3752165400427624	27.890436546046505
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q21.3	126100000	129500000	1130	132382	7569	902942	10924939	112357764	3759	225162.73	False	0.8535903672704749	0.838259821782573	CHM13v2.0	128832394	132244475	912	123664	5212	836532	10149506	104094808	3101	209180.81	0.7374822098589727	0.6230484906733992	0.11610815741150216	13.602327517211933	0.2152113311091738	25.673583000974975
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q22.1	97400000	102300000	1787	238326	11255	1559040	20987611	193978108	6294	432561.12	False	0.7498132809680857	0.7219186165845649	CHM13v2.0	97406624	102302118	1321	203886	8072	1332551	17940476	165797692	5252	369758.56	0.6479110875685432	0.6057554269967904	0.10190219339954254	13.590342554079115	0.1161631895877745	16.09089818702123
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr21	21q22.3	41200000	46709983	2574	251324	17298	1644031	21775918	204681620	7566	448810.97	False	1.0241759640941575	1.052169940834449	CHM13v2.0	39588333	45090682	2298	259655	14575	1690253	22413683	210411832	7172	461955.78	0.8850205079817449	0.8622969460784865	0.13915545611241253	13.58706521056564	0.18987299475596242	18.045848620744575
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p25.3	0	2300000	1304	96464	5434	613957	8125093	76389888	2586	167458.06	False	1.3517996350970312	0.8850782709538291	CHM13v2.0	0	2163637	1012	86632	3910	546341	7336066	67981372	2179	151196.38	1.168159571520916	0.7156702498988727	0.18364006357611506	13.584858200004879	0.16940802105495634	19.14045645617185
